OmaTunniste,OmaItä,OmaPohjoinen,Kunta,vuosi,kk,siteid,longitude,latitude,rainfall_sum,t_mean_avg,t_mean_min,t_mean_max,rainfall_stddev
Kajaani,3535000,7115000,Kajaani,1973,6,2205,3535000,7115000,30,14.83333344,7.9,20.8,2.133477007
Kajaani,3535000,7115000,Kajaani,1973,7,2205,3535000,7115000,81,18.86774183,13.9,23.5,6.676712861
Kajaani,3535000,7115000,Kajaani,1973,8,2205,3535000,7115000,116,12.34516133,5.5,19,7.169229349
Kajaani,3535000,7115000,Kajaani,1973,9,2205,3535000,7115000,55,4.419999963,-0.4,9.4,4.060604111
Kajaani,3535000,7115000,Kajaani,1973,10,2205,3535000,7115000,34,-1.216129034,-8.3,8.3,1.680373742
Kajaani,3535000,7115000,Kajaani,1973,11,2205,3535000,7115000,30,-7.103333301,-19.4,3.3,1.947589137
Kajaani,3535000,7115000,Kajaani,1973,12,2205,3535000,7115000,28,-13.3935484,-29.6,0.6,1.813924635
Kajaani,3535000,7115000,Kajaani,1974,1,2205,3535000,7115000,41,-8.9709677,-19.4,-2.1,2.329336054
Kajaani,3535000,7115000,Kajaani,1974,2,2205,3535000,7115000,52,-3.74642856,-9.6,1.1,2.71776441
Kajaani,3535000,7115000,Kajaani,1974,3,2205,3535000,7115000,12,-4.851612926,-9.6,0.8,0.882323423
Kajaani,3535000,7115000,Kajaani,1974,4,2205,3535000,7115000,3,-0.853333324,-7.6,6.1,0.547722558
Kajaani,3535000,7115000,Kajaani,1974,5,2205,3535000,7115000,35,4.638709683,-2.3,11.2,2.974804593
Kajaani,3535000,7115000,Kajaani,1974,6,2205,3535000,7115000,55,14.19333328,6.3,21.9,2.229633236
Kajaani,3535000,7115000,Kajaani,1974,7,2205,3535000,7115000,134,16.05161288,11.8,20,5.16647589
Kajaani,3535000,7115000,Kajaani,1974,8,2205,3535000,7115000,115,13.61290316,10.9,16.6,6.977074594
Kajaani,3535000,7115000,Kajaani,1974,9,2205,3535000,7115000,91,10.31666668,5.6,15.8,5.75046225
Kajaani,3535000,7115000,Kajaani,1974,10,2205,3535000,7115000,28,2.496774204,-3.3,10.9,1.795454236
Kajaani,3535000,7115000,Kajaani,1974,11,2205,3535000,7115000,64,-2.833333322,-9.3,0.2,2.700361832
Kajaani,3535000,7115000,Kajaani,1974,12,2205,3535000,7115000,74,-2.664516137,-18,1.7,1.977834158
Kajaani,3535000,7115000,Kajaani,1975,1,2205,3535000,7115000,26,-7.009677399,-23.2,3.2,1.675246732
Kajaani,3535000,7115000,Kajaani,1975,2,2205,3535000,7115000,20,-7.864285707,-23.1,1.8,1.511857892
Kajaani,3535000,7115000,Kajaani,1975,3,2205,3535000,7115000,13,-2.574193535,-12.5,1,0.992444576
Kajaani,3535000,7115000,Kajaani,1975,4,2205,3535000,7115000,45,0.326666648,-6.5,8.9,2.34520788
Kajaani,3535000,7115000,Kajaani,1975,5,2205,3535000,7115000,44,9.538709702,0.5,18.7,2.078047057
Kajaani,3535000,7115000,Kajaani,1975,6,2205,3535000,7115000,50,11.7366667,3.3,19.8,3.376729016
Kajaani,3535000,7115000,Kajaani,1975,7,2205,3535000,7115000,39,15.21612909,9.4,20.9,2.32332724
Kajaani,3535000,7115000,Kajaani,1975,8,2205,3535000,7115000,50,12.14516129,6.9,20.9,3.25245978
Kajaani,3535000,7115000,Kajaani,1975,9,2205,3535000,7115000,90,9.926666594,5.8,14.5,3.383530089
Kajaani,3535000,7115000,Kajaani,1975,10,2205,3535000,7115000,39,1.764516101,-9.8,10.3,2.365977486
Kajaani,3535000,7115000,Kajaani,1975,11,2205,3535000,7115000,22,-2.756666658,-15.6,5.3,1.436790805
Kajaani,3535000,7115000,Kajaani,1975,12,2205,3535000,7115000,49,-7.832258142,-21,0.5,2.125624513
Kajaani,3535000,7115000,Kajaani,1976,1,2205,3535000,7115000,17,-16.42903229,-28.1,-2.7,1.178663358
Kajaani,3535000,7115000,Kajaani,1976,2,2205,3535000,7115000,12,-11.57931026,-29.2,2.6,1.150069606
Kajaani,3535000,7115000,Kajaani,1976,3,2205,3535000,7115000,22,-9.161290299,-18.3,1.7,1.57466501
Kajaani,3535000,7115000,Kajaani,1976,4,2205,3535000,7115000,14,-0.390000007,-5.3,6.7,0.89955289
Kajaani,3535000,7115000,Kajaani,1976,5,2205,3535000,7115000,11,9.212903187,-1.1,15.4,1.081615677
Kajaani,3535000,7115000,Kajaani,1976,6,2205,3535000,7115000,90,9.903333362,2.4,17.2,5.078691116
Kajaani,3535000,7115000,Kajaani,1976,7,2205,3535000,7115000,85,13.77096773,8,19.3,4.92590257
Kajaani,3535000,7115000,Kajaani,1976,8,2205,3535000,7115000,43,13.07096775,7.9,18.1,4.071669759
Kajaani,3535000,7115000,Kajaani,1976,9,2205,3535000,7115000,67,4.74333333,-1.6,10.6,4.775536318
Kajaani,3535000,7115000,Kajaani,1976,10,2205,3535000,7115000,14,-2.422580643,-8.4,4.4,1.120675679
Kajaani,3535000,7115000,Kajaani,1976,11,2205,3535000,7115000,59,-4.173333348,-18.1,3.9,2.498045213
Kajaani,3535000,7115000,Kajaani,1976,12,2205,3535000,7115000,16,-7.574193564,-27.1,0.6,1.028622631
Kajaani,3535000,7115000,Kajaani,1977,1,2205,3535000,7115000,39,-9.096774294,-27.6,-0.5,1.806797202
Kajaani,3535000,7115000,Kajaani,1977,2,2205,3535000,7115000,15,-11.77857145,-24.2,-4.9,0.999338405
Kajaani,3535000,7115000,Kajaani,1977,3,2205,3535000,7115000,24,-5.258064535,-19.4,2,1.203042737
Kajaani,3535000,7115000,Kajaani,1977,4,2205,3535000,7115000,47,-0.610000014,-9.9,4.7,2.128352663
Kajaani,3535000,7115000,Kajaani,1977,5,2205,3535000,7115000,44,6.264516157,1.6,15.6,2.986348869
Kajaani,3535000,7115000,Kajaani,1977,6,2205,3535000,7115000,29,12.69000003,5.6,22.5,1.809616712
Kajaani,3535000,7115000,Kajaani,1977,7,2205,3535000,7115000,142,14.87741944,9.3,22.2,6.40715326
Kajaani,3535000,7115000,Kajaani,1977,8,2205,3535000,7115000,36,11.92580648,7.1,20.4,2.177104716
Kajaani,3535000,7115000,Kajaani,1977,9,2205,3535000,7115000,85,5.983333335,0.7,15.2,4.720339945
Kajaani,3535000,7115000,Kajaani,1977,10,2205,3535000,7115000,43,0.461290323,-5,6,2.347728255
Kajaani,3535000,7115000,Kajaani,1977,11,2205,3535000,7115000,51,-2.749999975,-17.8,5.7,2.230664042
Kajaani,3535000,7115000,Kajaani,1977,12,2205,3535000,7115000,11,-10.20322589,-28.7,0.2,0.91463607
Kajaani,3535000,7115000,Kajaani,1978,1,2205,3535000,7115000,28,-11.1870968,-27,-0.1,1.578075594
Kajaani,3535000,7115000,Kajaani,1978,2,2205,3535000,7115000,4,-17.70357152,-28.4,-2.1,0.448395139
Kajaani,3535000,7115000,Kajaani,1978,3,2205,3535000,7115000,26,-5.303225763,-18.3,3.2,1.968023953
Kajaani,3535000,7115000,Kajaani,1978,4,2205,3535000,7115000,19,-1.830000012,-6.5,3.3,1.496739752
Kajaani,3535000,7115000,Kajaani,1978,5,2205,3535000,7115000,0,8.212903238,-1.1,16.2,0
Kajaani,3535000,7115000,Kajaani,1978,6,2205,3535000,7115000,48,12.8266667,4.2,19.8,3.035423052
Kajaani,3535000,7115000,Kajaani,1978,7,2205,3535000,7115000,39,14.79032252,7.8,20.5,2.516184174
Kajaani,3535000,7115000,Kajaani,1978,8,2205,3535000,7115000,71,11.41935482,6.8,19.9,2.673244575
Kajaani,3535000,7115000,Kajaani,1978,9,2205,3535000,7115000,64,6.619999973,-2.4,15.4,4.099901877
Kajaani,3535000,7115000,Kajaani,1978,10,2205,3535000,7115000,26,0.632258067,-5.6,7.2,1.572615109
Kajaani,3535000,7115000,Kajaani,1978,11,2205,3535000,7115000,58,-2.983333349,-14.6,4.3,2.490441497
Kajaani,3535000,7115000,Kajaani,1978,12,2205,3535000,7115000,6,-18.81290334,-31.9,-4.9,0.477448415
Kajaani,3535000,7115000,Kajaani,1979,1,2205,3535000,7115000,19,-13.30967744,-24.9,0.1,1.28263841
Kajaani,3535000,7115000,Kajaani,1979,2,2205,3535000,7115000,27,-13.61071442,-32.7,-1.5,2.134064855
Kajaani,3535000,7115000,Kajaani,1979,3,2205,3535000,7115000,17,-3.970967731,-21.5,1.8,0.888395921
Kajaani,3535000,7115000,Kajaani,1979,4,2205,3535000,7115000,21,-1.960000034,-9.3,4,1.704962331
Kajaani,3535000,7115000,Kajaani,1979,5,2205,3535000,7115000,41,8.967741847,0.9,20.3,2.79746429
Kajaani,3535000,7115000,Kajaani,1979,6,2205,3535000,7115000,65,13.91333337,7.6,20.4,4.094431318
Kajaani,3535000,7115000,Kajaani,1979,7,2205,3535000,7115000,38,15.1258065,12.3,19.5,2.642091058
Kajaani,3535000,7115000,Kajaani,1979,8,2205,3535000,7115000,115,14.16774193,9.2,20.2,7.276416464
Kajaani,3535000,7115000,Kajaani,1979,9,2205,3535000,7115000,97,7.846666694,2.2,12.1,4.36825013
Kajaani,3535000,7115000,Kajaani,1979,10,2205,3535000,7115000,76,-0.69032255,-10.9,3.5,4.610413645
Kajaani,3535000,7115000,Kajaani,1979,11,2205,3535000,7115000,52,-2.24666669,-11.1,1.7,1.740656502
Kajaani,3535000,7115000,Kajaani,1979,12,2205,3535000,7115000,33,-7.877419364,-25.2,1,1.878571867
Kajaani,3535000,7115000,Kajaani,1980,1,2205,3535000,7115000,14.4,-12.86774195,-31.2,-2.2,1.087366356
Kajaani,3535000,7115000,Kajaani,1980,2,2205,3535000,7115000,15,-12.76896543,-25.6,-3.3,1.352793133
Kajaani,3535000,7115000,Kajaani,1980,3,2205,3535000,7115000,10,-8.877419307,-16.3,1.9,0.70176429
Kajaani,3535000,7115000,Kajaani,1980,4,2205,3535000,7115000,20,1.553333325,-1.7,4.8,2.073366966
Kajaani,3535000,7115000,Kajaani,1980,5,2205,3535000,7115000,36,5.800000025,-0.9,15.9,2.13067711
Kajaani,3535000,7115000,Kajaani,1980,6,2205,3535000,7115000,56,16.37000006,7.1,20.8,4.216006718
Kajaani,3535000,7115000,Kajaani,1980,7,2205,3535000,7115000,42,15.62903226,10.2,21.1,3.683733496
Kajaani,3535000,7115000,Kajaani,1980,8,2205,3535000,7115000,69,12.86774191,6.6,20.3,6.494662821
Kajaani,3535000,7115000,Kajaani,1980,9,2205,3535000,7115000,47,7.693333332,2.4,14,4.423162649
Kajaani,3535000,7115000,Kajaani,1980,10,2205,3535000,7115000,100,1.722580671,-12.5,9.1,3.980868225
Kajaani,3535000,7115000,Kajaani,1980,11,2205,3535000,7115000,42,-9.349999976,-27.4,-1.1,2.252967392
Kajaani,3535000,7115000,Kajaani,1980,12,2205,3535000,7115000,71,-10.47741947,-23.2,-0.9,2.698067807
Kajaani,3535000,7115000,Kajaani,1981,1,2205,3535000,7115000,45,-8.319354886,-23.2,3.5,1.410406789
Kajaani,3535000,7115000,Kajaani,1981,2,2205,3535000,7115000,15,-11.91785712,-21.6,-2.1,0.961562881
Kajaani,3535000,7115000,Kajaani,1981,3,2205,3535000,7115000,23,-11.02258062,-22.9,1.5,1.237409712
Kajaani,3535000,7115000,Kajaani,1981,4,2205,3535000,7115000,16,-1.273333346,-8.6,3.1,1.136641554
Kajaani,3535000,7115000,Kajaani,1981,5,2205,3535000,7115000,7,9.058064528,-4,18.6,0.668813747
Kajaani,3535000,7115000,Kajaani,1981,6,2205,3535000,7115000,148,11.09000003,3.7,20.6,6.124756622
Kajaani,3535000,7115000,Kajaani,1981,7,2205,3535000,7115000,76,16.30000001,12.7,21.2,4.342339689
Kajaani,3535000,7115000,Kajaani,1981,8,2205,3535000,7115000,84,11.90645176,7.4,16.7,3.407771005
Kajaani,3535000,7115000,Kajaani,1981,9,2205,3535000,7115000,38,7.219999949,2.8,13.4,2.827614242
Kajaani,3535000,7115000,Kajaani,1981,10,2205,3535000,7115000,65,3.461290303,-3.2,11.1,2.748997862
Kajaani,3535000,7115000,Kajaani,1981,11,2205,3535000,7115000,68,-3.736666679,-9.1,0.5,2.625253135
Kajaani,3535000,7115000,Kajaani,1981,12,2205,3535000,7115000,59,-11.78709679,-21.7,-0.3,3.058919621
Kajaani,3535000,7115000,Kajaani,1982,1,2205,3535000,7115000,23,-18.40000006,-29.7,-0.2,1.71206974
Kajaani,3535000,7115000,Kajaani,1982,2,2205,3535000,7115000,10,-9.50714284,-25.7,0.7,1.061595086
Kajaani,3535000,7115000,Kajaani,1982,3,2205,3535000,7115000,19,-3.141935433,-12.4,3.6,1.022331302
Kajaani,3535000,7115000,Kajaani,1982,4,2205,3535000,7115000,58,0.486666674,-3.7,5.3,3.542192321
Kajaani,3535000,7115000,Kajaani,1982,5,2205,3535000,7115000,64,6.896774144,0.3,12.5,3.453843114
Kajaani,3535000,7115000,Kajaani,1982,6,2205,3535000,7115000,57,8.510000042,1.9,16.4,4.163470038
Kajaani,3535000,7115000,Kajaani,1982,7,2205,3535000,7115000,31,15.81612898,10.1,22.3,2.113448998
Kajaani,3535000,7115000,Kajaani,1982,8,2205,3535000,7115000,70,13.12903223,9.5,18.8,3.687526198
Kajaani,3535000,7115000,Kajaani,1982,9,2205,3535000,7115000,38,7.956666597,4,14,3.321127076
Kajaani,3535000,7115000,Kajaani,1982,10,2205,3535000,7115000,36,1.345161329,-9.7,8.8,2.31079747
Kajaani,3535000,7115000,Kajaani,1982,11,2205,3535000,7115000,91,-0.093333324,-6.8,5.8,3.586212423
Kajaani,3535000,7115000,Kajaani,1982,12,2205,3535000,7115000,46,-5.241935521,-19.6,0.8,1.947151214
Kajaani,3535000,7115000,Kajaani,1983,1,2205,3535000,7115000,71,-7.648387096,-20.8,-0.2,3.089698458
Kajaani,3535000,7115000,Kajaani,1983,2,2205,3535000,7115000,13,-12.99642855,-25.3,-0.4,1.55115591
Kajaani,3535000,7115000,Kajaani,1983,3,2205,3535000,7115000,14,-5.403225848,-17.6,1.1,0.994609125
Kajaani,3535000,7115000,Kajaani,1983,4,2205,3535000,7115000,45,2.856666642,-5.8,11.1,4.207956339
Kajaani,3535000,7115000,Kajaani,1983,5,2205,3535000,7115000,103,9.554838657,2.9,14,5.838876015
Kajaani,3535000,7115000,Kajaani,1983,6,2205,3535000,7115000,68,12.51666667,6.1,20.3,4.555658349
Kajaani,3535000,7115000,Kajaani,1983,7,2205,3535000,7115000,66,16.17096763,10.3,20.9,4.731045941
Kajaani,3535000,7115000,Kajaani,1983,8,2205,3535000,7115000,63,12.33548386,6.2,19,4.658210464
Kajaani,3535000,7115000,Kajaani,1983,9,2205,3535000,7115000,118,9.290000011,0.1,15.4,5.225490133
Kajaani,3535000,7115000,Kajaani,1983,10,2205,3535000,7115000,88,2.49677421,-3.4,8.6,3.445739149
Kajaani,3535000,7115000,Kajaani,1983,11,2205,3535000,7115000,51,-8.770000056,-26.8,5.2,2.561653561
Kajaani,3535000,7115000,Kajaani,1983,12,2205,3535000,7115000,44,-8.64838708,-24.9,1.3,2.217719452
Kajaani,3535000,7115000,Kajaani,1984,1,2205,3535000,7115000,36,-9.922580633,-24.5,0.4,1.899065984
Kajaani,3535000,7115000,Kajaani,1984,2,2205,3535000,7115000,14,-7.510344898,-17.7,0.8,1.242712749
Kajaani,3535000,7115000,Kajaani,1984,3,2205,3535000,7115000,21,-8.029032243,-15.3,1,1.79605302
Kajaani,3535000,7115000,Kajaani,1984,4,2205,3535000,7115000,13,2.586666678,-2.5,9.5,1.612095089
Kajaani,3535000,7115000,Kajaani,1984,5,2205,3535000,7115000,18,12.02903226,-0.8,19.2,1.118755068
Kajaani,3535000,7115000,Kajaani,1984,6,2205,3535000,7115000,92,12.59000007,4.2,17.6,6.130384099
Kajaani,3535000,7115000,Kajaani,1984,7,2205,3535000,7115000,73,14.77741931,9.6,20.2,3.401454464
Kajaani,3535000,7115000,Kajaani,1984,8,2205,3535000,7115000,46,12.30967751,5.7,20.9,3.129120939
Kajaani,3535000,7115000,Kajaani,1984,9,2205,3535000,7115000,43,7.516666659,3.2,12.2,2.223438365
Kajaani,3535000,7115000,Kajaani,1984,10,2205,3535000,7115000,91,3.435483896,-2.4,11.2,4.366046907
Kajaani,3535000,7115000,Kajaani,1984,11,2205,3535000,7115000,25,-3.213333375,-16,6.5,2.018591748
Kajaani,3535000,7115000,Kajaani,1984,12,2205,3535000,7115000,29,-7.20645155,-19.9,2.1,1.749961597
Kajaani,3535000,7115000,Kajaani,1985,1,2205,3535000,7115000,21,-23.31290324,-37.5,-3.7,1.535949148
Kajaani,3535000,7115000,Kajaani,1985,2,2205,3535000,7115000,15,-19.68571438,-26.6,-4.8,1.201300001
Kajaani,3535000,7115000,Kajaani,1985,3,2205,3535000,7115000,43,-4.167741963,-12,0.9,2.98526849
Kajaani,3535000,7115000,Kajaani,1985,4,2205,3535000,7115000,33,-1.763333327,-7.6,3.9,3.021189535
Kajaani,3535000,7115000,Kajaani,1985,5,2205,3535000,7115000,23,5.387096725,-0.4,18,1.914292592
Kajaani,3535000,7115000,Kajaani,1985,6,2205,3535000,7115000,31,12.55999993,4.3,20.1,2.785223737
Kajaani,3535000,7115000,Kajaani,1985,7,2205,3535000,7115000,38,15.02903215,7.5,19,2.418121549
Kajaani,3535000,7115000,Kajaani,1985,8,2205,3535000,7115000,104,14.01935482,10.6,20.9,4.378343576
Kajaani,3535000,7115000,Kajaani,1985,9,2205,3535000,7115000,51,8.220000076,1.2,15.5,3.030306688
Kajaani,3535000,7115000,Kajaani,1985,10,2205,3535000,7115000,58,3.567741902,-7.4,10,2.895305804
Kajaani,3535000,7115000,Kajaani,1985,11,2205,3535000,7115000,37,-5.156666716,-21.5,2.5,1.75545128
Kajaani,3535000,7115000,Kajaani,1985,12,2205,3535000,7115000,42,-13.89354834,-26.6,-0.3,2.360061964
Kajaani,3535000,7115000,Kajaani,1986,1,2205,3535000,7115000,25,-15.1548387,-27.6,-1.4,1.778001778
Kajaani,3535000,7115000,Kajaani,1986,2,2205,3535000,7115000,1,-14.80714298,-24.2,-2.7,0.188982237
Kajaani,3535000,7115000,Kajaani,1986,3,2205,3535000,7115000,27,-2.074193523,-12.9,1.9,1.765256081
Kajaani,3535000,7115000,Kajaani,1986,4,2205,3535000,7115000,27,-0.64333333,-8.8,10.3,1.66816025
Kajaani,3535000,7115000,Kajaani,1986,5,2205,3535000,7115000,72,7.896774177,1.7,13.4,6.857536471
Kajaani,3535000,7115000,Kajaani,1986,6,2205,3535000,7115000,35,16.05666672,10,22.7,3.939922398
Kajaani,3535000,7115000,Kajaani,1986,7,2205,3535000,7115000,44,16.32903228,10.9,21.1,3.471543303
Kajaani,3535000,7115000,Kajaani,1986,8,2205,3535000,7115000,126,10.60967739,5.8,20.4,6.531643407
Kajaani,3535000,7115000,Kajaani,1986,9,2205,3535000,7115000,73,4.756666715,-2.3,10.3,2.896886954
Kajaani,3535000,7115000,Kajaani,1986,10,2205,3535000,7115000,45,3.18064516,-2.2,8.1,2.975888771
Kajaani,3535000,7115000,Kajaani,1986,11,2205,3535000,7115000,110,0.146666684,-7.1,4.4,4.443773896
Kajaani,3535000,7115000,Kajaani,1986,12,2205,3535000,7115000,26,-15.16129025,-27.9,1.2,1.55127419
Kajaani,3535000,7115000,Kajaani,1987,1,2205,3535000,7115000,11,-21.46451626,-35.5,-4.7,1.081615677
Kajaani,3535000,7115000,Kajaani,1987,2,2205,3535000,7115000,61,-13.11071444,-25.5,-3,3.432454811
Kajaani,3535000,7115000,Kajaani,1987,3,2205,3535000,7115000,18,-8.519354795,-22.3,2.1,1.204828993
Kajaani,3535000,7115000,Kajaani,1987,4,2205,3535000,7115000,12,-0.199999972,-7.1,5.4,1.037237711
Kajaani,3535000,7115000,Kajaani,1987,5,2205,3535000,7115000,36,6.648387099,0.8,13.8,2.237510137
Kajaani,3535000,7115000,Kajaani,1987,6,2205,3535000,7115000,51,12.43333324,7.7,17.7,3.086678831
Kajaani,3535000,7115000,Kajaani,1987,7,2205,3535000,7115000,110,13.24516121,8.8,19.8,5.920803491
Kajaani,3535000,7115000,Kajaani,1987,8,2205,3535000,7115000,99,10.41935484,5.9,18.2,6.779475667
Kajaani,3535000,7115000,Kajaani,1987,9,2205,3535000,7115000,68,7.109999959,4,11.3,3.675954798
Kajaani,3535000,7115000,Kajaani,1987,10,2205,3535000,7115000,18,5.458064506,1,9.4,1.232184877
Kajaani,3535000,7115000,Kajaani,1987,11,2205,3535000,7115000,13,-6.81999996,-12.8,2.8,0.858359837
Kajaani,3535000,7115000,Kajaani,1987,12,2205,3535000,7115000,24,-12.11935485,-25.4,0.4,1.70703793
Kajaani,3535000,7115000,Kajaani,1988,1,2205,3535000,7115000,50,-8.841935493,-22,0.7,2.616325914
Kajaani,3535000,7115000,Kajaani,1988,2,2205,3535000,7115000,34,-9.862068856,-24.8,-0.2,2.001231148
Kajaani,3535000,7115000,Kajaani,1988,3,2205,3535000,7115000,23,-5.445161277,-15.4,1.5,1.237409712
Kajaani,3535000,7115000,Kajaani,1988,4,2205,3535000,7115000,26,-1.260000005,-8,6,1.960530071
Kajaani,3535000,7115000,Kajaani,1988,5,2205,3535000,7115000,38,8.316128977,2.8,19.8,3.412815821
Kajaani,3535000,7115000,Kajaani,1988,6,2205,3535000,7115000,95,14.64999998,1.7,24.4,6.248218137
Kajaani,3535000,7115000,Kajaani,1988,7,2205,3535000,7115000,72,18.63548383,9.8,24.8,3.994889208
Kajaani,3535000,7115000,Kajaani,1988,8,2205,3535000,7115000,109,12.77419355,8.8,15.1,5.999283111
Kajaani,3535000,7115000,Kajaani,1988,9,2205,3535000,7115000,67,9.233333349,3.5,15.9,3.13691407
Kajaani,3535000,7115000,Kajaani,1988,10,2205,3535000,7115000,35,2.119354837,-9.7,9.3,2.499892471
Kajaani,3535000,7115000,Kajaani,1988,11,2205,3535000,7115000,27,-9.006666671,-24.4,2.6,1.493664783
Kajaani,3535000,7115000,Kajaani,1988,12,2205,3535000,7115000,40,-12.04838708,-25.9,-1.7,2.08476295
Kajaani,3535000,7115000,Kajaani,1989,1,2205,3535000,7115000,63,-5.670967754,-25,1.8,3.506982283
Kajaani,3535000,7115000,Kajaani,1989,2,2205,3535000,7115000,47,-4.003571373,-13.4,1.5,2.762896647
Kajaani,3535000,7115000,Kajaani,1989,3,2205,3535000,7115000,77,-1.022580661,-6.1,2.2,4.552442332
Kajaani,3535000,7115000,Kajaani,1989,4,2205,3535000,7115000,29,3.163333325,-7.1,13.3,2.941772083
Kajaani,3535000,7115000,Kajaani,1989,5,2205,3535000,7115000,37,9.019354866,5,19.4,2.056199647
Kajaani,3535000,7115000,Kajaani,1989,6,2205,3535000,7115000,45,15.24666665,8,22.8,2.933163527
Kajaani,3535000,7115000,Kajaani,1989,7,2205,3535000,7115000,38,15.39677438,12.1,19.9,3.747974363
Kajaani,3535000,7115000,Kajaani,1989,8,2205,3535000,7115000,99,13.28064526,6.6,22.8,5.924071544
Kajaani,3535000,7115000,Kajaani,1989,9,2205,3535000,7115000,35,9.209999935,2.3,13.7,2.730205668
Kajaani,3535000,7115000,Kajaani,1989,10,2205,3535000,7115000,38,1.648387104,-2.6,6.9,3.138042675
Kajaani,3535000,7115000,Kajaani,1989,11,2205,3535000,7115000,37,-2.873333307,-23,5.8,2.176414852
Kajaani,3535000,7115000,Kajaani,1989,12,2205,3535000,7115000,20,-10.33870972,-22.7,2,1.305076935
Kajaani,3535000,7115000,Kajaani,1990,1,2205,3535000,7115000,49,-12.97741938,-27.7,-1,2.729764258
Kajaani,3535000,7115000,Kajaani,1990,2,2205,3535000,7115000,64,-0.971428567,-8,4.4,3.451860935
Kajaani,3535000,7115000,Kajaani,1990,3,2205,3535000,7115000,27,-3.541935458,-14.2,6.4,1.821024171
Kajaani,3535000,7115000,Kajaani,1990,4,2205,3535000,7115000,32,2.920000013,-8.9,10.8,3.805017861
Kajaani,3535000,7115000,Kajaani,1990,5,2205,3535000,7115000,6,6.74516131,2.2,12,0.654184217
Kajaani,3535000,7115000,Kajaani,1990,6,2205,3535000,7115000,29,12.21666654,6.8,20.8,2.709922169
Kajaani,3535000,7115000,Kajaani,1990,7,2205,3535000,7115000,89,14.57096764,10.8,18.4,5.590121856
Kajaani,3535000,7115000,Kajaani,1990,8,2205,3535000,7115000,125,13.53870967,9,18.3,5.980434048
Kajaani,3535000,7115000,Kajaani,1990,9,2205,3535000,7115000,15,6.176666701,1.2,13,1.196258535
Kajaani,3535000,7115000,Kajaani,1990,10,2205,3535000,7115000,25,2.216129032,-3.9,9.9,2.166708023
Kajaani,3535000,7115000,Kajaani,1990,11,2205,3535000,7115000,38,-7.796666696,-24.1,2.2,2.049950939
Kajaani,3535000,7115000,Kajaani,1990,12,2205,3535000,7115000,41,-4.764516139,-18.5,1.6,2.638018155
Kajaani,3535000,7115000,Kajaani,1991,1,2205,3535000,7115000,21,-10.82580651,-23.6,1.6,1.491913688
Kajaani,3535000,7115000,Kajaani,1991,2,2205,3535000,7115000,10,-11.96428567,-20.9,0.2,1.061595086
Kajaani,3535000,7115000,Kajaani,1991,3,2205,3535000,7115000,35,-6.358064462,-16.3,0.6,2.028824544
Kajaani,3535000,7115000,Kajaani,1991,4,2205,3535000,7115000,19,1.713333338,-5,8.6,1.351457281
Kajaani,3535000,7115000,Kajaani,1991,5,2205,3535000,7115000,54,5.141935498,-0.5,9.6,2.63271396
Kajaani,3535000,7115000,Kajaani,1991,6,2205,3535000,7115000,124,12.05333347,4.4,16.6,5.929082812
Kajaani,3535000,7115000,Kajaani,1991,7,2205,3535000,7115000,53,15.23225803,11.9,19.6,2.492569603
Kajaani,3535000,7115000,Kajaani,1991,8,2205,3535000,7115000,83,14.35161286,9.7,19.3,7.138567068
Kajaani,3535000,7115000,Kajaani,1991,9,2205,3535000,7115000,91,6.586666616,2,15.9,5.933443109
Kajaani,3535000,7115000,Kajaani,1991,10,2205,3535000,7115000,58,3.703225846,-4.1,10.1,3.972756688
Kajaani,3535000,7115000,Kajaani,1991,11,2205,3535000,7115000,70,0.090000037,-5.7,4.3,2.986559932
Kajaani,3535000,7115000,Kajaani,1991,12,2205,3535000,7115000,53,-6.100000052,-18.5,0.8,3.089698458
Kajaani,3535000,7115000,Kajaani,1992,1,2205,3535000,7115000,31,-7.312903247,-23.3,2.5,1.712697677
Kajaani,3535000,7115000,Kajaani,1992,2,2205,3535000,7115000,38,-6.258620698,-19.2,1.2,2.001846438
Kajaani,3535000,7115000,Kajaani,1992,3,2205,3535000,7115000,46,-1.525806445,-13.2,2.8,2.501612383
Kajaani,3535000,7115000,Kajaani,1992,4,2205,3535000,7115000,28,-2.489999996,-10,6.3,2.196130348
Kajaani,3535000,7115000,Kajaani,1992,5,2205,3535000,7115000,14,8.935483932,3.2,18.1,0.960510617
Kajaani,3535000,7115000,Kajaani,1992,6,2205,3535000,7115000,24,14.42333333,6.2,20.7,2.123757243
Kajaani,3535000,7115000,Kajaani,1992,7,2205,3535000,7115000,110,13.47741933,7.5,18.6,5.175833007
Kajaani,3535000,7115000,Kajaani,1992,8,2205,3535000,7115000,167,11.29032257,6.3,17.6,8.023621042
Kajaani,3535000,7115000,Kajaani,1992,9,2205,3535000,7115000,70,10.18666668,6.7,17.2,4.685512031
Kajaani,3535000,7115000,Kajaani,1992,10,2205,3535000,7115000,38,-4.158064519,-15.4,6.2,2.929273828
Kajaani,3535000,7115000,Kajaani,1992,11,2205,3535000,7115000,73,-7.693333347,-20.4,0.7,3.856774902
Kajaani,3535000,7115000,Kajaani,1992,12,2205,3535000,7115000,38,-2.835483885,-17.1,2.2,1.745655129
Kajaani,3535000,7115000,Kajaani,1993,1,2205,3535000,7115000,38,-7.248387121,-25.1,-0.6,1.783436335
